Stock,Source Type,Publisher,Date,Title,URL
RRKABEL,News discovery,Reuters,2025-10-31T14:32:47Z,"India's R R Kabel profit surges on strong demand for wires, cables",https://sg.finance.yahoo.com/news/indias-r-r-kabel-profit-143247679.html
AIAENG,News discovery,GuruFocus.com,2026-08-13T01:12:20Z,AIA Engineering Ltd (BOM:532683) (Q1 2027) Earnings Call Highlights: Record Volumes and ...,https://finance.yahoo.com/markets/stocks/articles/aia-engineering-ltd-bom-532683-011220585.html
AIAENG,News discovery,GuruFocus.com,2026-05-29T01:02:14Z,AIA Engineering Ltd (BOM:532683) Q4 2026 Earnings Call Highlights: Record Profits Amidst Global ...,https://finance.yahoo.com/markets/stocks/articles/aia-engineering-ltd-bom-532683-010214123.html
AIAENG,News discovery,GuruFocus.com,2026-01-30T17:00:45Z,AIA Engineering Ltd (BOM:532683) Q3 2026 Earnings Call Highlights: Strong EBITDA Margin Amid ...,https://finance.yahoo.com/news/aia-engineering-ltd-bom-532683-170045095.html
GESHIP,News discovery,GuruFocus.com,2026-08-06T01:03:41Z,Great Eastern Shipping Co Ltd (BOM:500620) (Q1 2027) Earnings Call Highlights: Record Profit ...,https://finance.yahoo.com/markets/stocks/articles/great-eastern-shipping-co-ltd-010341033.html
GESHIP,News discovery,GuruFocus.com,2026-02-06T01:00:36Z,Great Eastern Shipping Co Ltd (BOM:500620) Q3 2026 Earnings Call Highlights: Strong Profits and ...,https://finance.yahoo.com/news/great-eastern-shipping-co-ltd-010036146.html
GESHIP,News discovery,GuruFocus.com,2025-11-11T09:01:14Z,Great Eastern Shipping Co Ltd (BOM:500620) Q2 2026 Earnings Call Highlights: Strong ...,https://finance.yahoo.com/news/great-eastern-shipping-co-ltd-090114643.html
NAVINFLUOR,News discovery,GuruFocus.com,2026-08-07T03:01:13Z,Navin Fluorine International Ltd (BOM:532504) (Q1 2027) Earnings Call Highlights: Record ...,https://finance.yahoo.com/markets/stocks/articles/navin-fluorine-international-ltd-bom-030113569.html
NAVINFLUOR,News discovery,GuruFocus.com,2026-02-09T19:00:28Z,Navin Fluorine International Ltd (BOM:532504) Q3 2026 Earnings Call Highlights: Strong ...,https://finance.yahoo.com/news/navin-fluorine-international-ltd-bom-190028934.html
ANANDRATHI,News discovery,GuruFocus.com,2026-07-10T19:00:15Z,Anand Rathi Wealth Ltd (BOM:543415) Q1 2027 Earnings Call Highlights: Strong Profit Growth and ...,https://finance.yahoo.com/markets/stocks/articles/anand-rathi-wealth-ltd-bom-190015645.html
ANANDRATHI,News discovery,GuruFocus.com,2026-04-14T03:00:22Z,Anand Rathi Wealth Ltd (BOM:543415) Q4 2026 Earnings Call Highlights: Record AUM and Strategic ...,https://finance.yahoo.com/markets/stocks/articles/anand-rathi-wealth-ltd-bom-030022084.html
ANANDRATHI,News discovery,GuruFocus.com,2026-01-13T15:01:08Z,Anand Rathi Wealth Ltd (BOM:543415) Q3 2026 Earnings Call Highlights: Record Profit Growth and ...,https://finance.yahoo.com/news/anand-rathi-wealth-ltd-bom-150108698.html
ANANDRATHI,News discovery,Reuters,2025-10-31T14:32:47Z,"India's R R Kabel profit surges on strong demand for wires, cables",https://sg.finance.yahoo.com/news/indias-r-r-kabel-profit-143247679.html
BIOCON,News discovery,Simply Wall St.,2026-09-20T05:13:21Z,Biocon (NSEI:BIOCON) Stock Gets Fair Value Bump As Analysts Weigh Execution And Earnings Visibility,https://finance.yahoo.com/markets/stocks/articles/biocon-nsei-biocon-stock-gets-051321393.html
BIOCON,News discovery,Simply Wall St.,2026-09-18T17:14:48Z,3 India Pharma Exporter Stocks Facing Fresh US Tariff Pressure,https://finance.yahoo.com/healthcare/articles/3-india-pharma-exporter-stocks-171448779.html
BIOCON,News discovery,Simply Wall St.,2026-08-09T09:10:21Z,Biocon (NSEI:BIOCON) Stock Gets Fair Value Bump On Margin Focus And Peer Valuation Cues,https://finance.yahoo.com/markets/stocks/articles/biocon-nsei-biocon-stock-gets-091021182.html
BIOCON,News discovery,GuruFocus.com,2026-08-06T13:00:30Z,Biocon Ltd (BOM:532523) (Q1 2027) Earnings Call Highlights: Biosimilars Surge 16% as Net Profit ...,https://finance.yahoo.com/healthcare/articles/biocon-ltd-bom-532523-q1-130030936.html
BIOCON,News discovery,Reuters,2026-07-13T14:09:02Z,"Mylan to sell up to $363 million stake in India's Biocon, term sheet shows",https://sg.finance.yahoo.com/news/mylan-sell-363-million-stake-134327602.html
BIOCON,News discovery,GuruFocus.com,2026-05-09T07:00:31Z,Biocon Ltd (BOM:532523) Full Year 2026 Earnings Call Highlights: Strong Biosimilars Growth and ...,https://finance.yahoo.com/sectors/healthcare/articles/biocon-ltd-bom-532523-full-070031979.html
BIOCON,News discovery,Simply Wall St.,2026-05-04T18:12:38Z,How The Biocon (NSEI:BIOCON) Story Is Shifting As Analysts Recut Growth And Risk Assumptions,https://finance.yahoo.com/markets/stocks/articles/biocon-nsei-biocon-story-shifting-181238226.html
BIOCON,News discovery,GuruFocus.com,2026-02-13T11:00:43Z,Biocon Ltd (BOM:532523) Q3 2026 Earnings Call Highlights: Strong Revenue Growth Amidst ...,https://finance.yahoo.com/news/biocon-ltd-bom-532523-q3-110043995.html
UNIONBANK,News discovery,GuruFocus.com,2026-07-17T01:01:32Z,Union Bank of India (BOM:532477) Q1 2027 Earnings Call Highlights: Record Profit and Strategic ...,https://finance.yahoo.com/markets/stocks/articles/union-bank-india-bom-532477-010132956.html
UNIONBANK,News discovery,GuruFocus.com,2026-04-24T11:00:36Z,Union Bank of India (BOM:532477) Q4 2026 Earnings Call Highlights: Strong Profitability Amidst ...,https://finance.yahoo.com/markets/stocks/articles/union-bank-india-bom-532477-110036220.html
UNIONBANK,News discovery,Life Insurance International,2026-03-18T08:14:47Z,BNP Paribas Cardif reportedly in talks to acquire 26% stake in IndiaFirst Life,https://www.lifeinsuranceinternational.com/news/bnp-paribas-talks-acquire-indiafirst-life/
UNIONBANK,News discovery,GuruFocus.com,2026-01-15T01:00:27Z,Union Bank of India (BOM:532477) Q3 2026 Earnings Call Highlights: Strong Profit Growth Amidst ...,https://finance.yahoo.com/news/union-bank-india-bom-532477-010027397.html
UNIONBANK,News discovery,Reuters,2025-12-09T11:35:25Z,"India's federal investigator files new cases against Reliance Home Finance, Reliance Commercial",https://sg.finance.yahoo.com/news/indias-federal-investigator-files-cases-113525242.html
MCX,News discovery,GuruFocus.com,2026-08-07T01:04:23Z,Multi Commodity Exchange of India Ltd (BOM:534091) (Q1 2027) Earnings Call Highlights: Record ...,https://finance.yahoo.com/markets/commodities/articles/multi-commodity-exchange-india-ltd-010423555.html
MCX,News discovery,Reuters,2026-05-13T06:22:59Z,"Four Indian stocks added, four excluded from key global index in MSCI's May rejig",https://sg.finance.yahoo.com/news/four-indian-stocks-added-four-062259757.html
MCX,News discovery,GuruFocus.com,2026-01-27T17:00:40Z,Multi Commodity Exchange of India Ltd (BOM:534091) Q3 2026 Earnings Call Highlights: Record ...,https://finance.yahoo.com/news/multi-commodity-exchange-india-ltd-170040475.html
SOLARINDS,News discovery,GuruFocus.com,2026-05-19T01:03:18Z,Solar Industries India Ltd (BOM:532725) Q4 2026 Earnings Call Highlights: Record Revenue and ...,https://finance.yahoo.com/sectors/energy/articles/solar-industries-india-ltd-bom-010318876.html
SOLARINDS,News discovery,GuruFocus.com,2026-02-06T01:01:18Z,Solar Industries India Ltd (BOM:532725) Q3 2026 Earnings Call Highlights: Record Growth in ...,https://finance.yahoo.com/news/solar-industries-india-ltd-bom-010118578.html
SONACOMS,News discovery,GuruFocus.com,2026-07-25T01:02:33Z,Sona BLW Precision Forgings Ltd (BOM:543300) Q1 2027 Earnings Call Highlights: Record Revenue ...,https://finance.yahoo.com/markets/stocks/articles/sona-blw-precision-forgings-ltd-010233578.html
SONACOMS,News discovery,Just Auto,2026-07-24T17:09:19Z,Sona Comstar and Denso team up on powertrain systems in India,https://www.just-auto.com/news/sona-comstar-denso-powertrain-systems-india/
SONACOMS,News discovery,GuruFocus.com,2026-01-23T17:00:52Z,Sona BLW Precision Forgings Ltd (BOM:543300) Q3 2026 Earnings Call Highlights: Record Revenue ...,https://finance.yahoo.com/news/sona-blw-precision-forgings-ltd-170052954.html
APARINDS,News discovery,GuruFocus.com,2026-07-24T19:01:24Z,Apar Industries Ltd (BOM:532259) Q1 2027 Earnings Call Highlights: Record Profits Amidst Market ...,https://finance.yahoo.com/markets/stocks/articles/apar-industries-ltd-bom-532259-190124793.html
APARINDS,News discovery,GuruFocus.com,2026-05-29T01:02:53Z,Apar Industries Ltd (BOM:532259) Q4 2026 Earnings Call Highlights: Record Revenue and Strategic ...,https://finance.yahoo.com/markets/stocks/articles/apar-industries-ltd-bom-532259-010253643.html
APARINDS,News discovery,GuruFocus.com,2026-01-29T19:04:49Z,Apar Industries Ltd (BOM:532259) Q3 2026 Earnings Call Highlights: Strong Domestic Growth Amid ...,https://finance.yahoo.com/news/apar-industries-ltd-bom-532259-190449805.html
MAHABANK,News discovery,GuruFocus.com,2026-07-10T19:00:40Z,Bank of Maharashtra (BOM:532525) Q1 2027 Earnings Call Highlights: Strong Growth Amidst Margin ...,https://finance.yahoo.com/markets/stocks/articles/bank-maharashtra-bom-532525-q1-190040244.html
MAHABANK,News discovery,GuruFocus.com,2026-04-21T07:00:44Z,Bank of Maharashtra (BOM:532525) Q4 2026 Earnings Call Highlights: Robust Growth and Strategic ...,https://finance.yahoo.com/markets/stocks/articles/bank-maharashtra-bom-532525-q4-070044269.html
MAHABANK,News discovery,Reuters,2026-03-12T14:31:30Z,Indian financial crimes agency freezes Anil Ambani Group properties worth $63 million,https://sg.finance.yahoo.com/news/indian-financial-crimes-agency-freezes-143130208.html
MAHABANK,News discovery,GuruFocus.com,2026-01-16T01:01:10Z,Bank of Maharashtra (BOM:532525) Q3 2026 Earnings Call Highlights: Record Profits and Robust ...,https://finance.yahoo.com/news/bank-maharashtra-bom-532525-q3-010110996.html
MAHABANK,News discovery,Reuters,2025-12-09T11:35:25Z,"India's federal investigator files new cases against Reliance Home Finance, Reliance Commercial",https://sg.finance.yahoo.com/news/indias-federal-investigator-files-cases-113525242.html
MAHABANK,News discovery,Reuters,2025-12-01T13:13:11Z,India to sell up to 6% stake in Bank of Maharashtra,https://sg.finance.yahoo.com/news/india-sell-6-stake-bank-131311073.html
MAHABANK,News discovery,Retail Banker International,2025-10-16T11:08:44Z,India targets streamlined banking sector with planned PSB mergers– report,https://www.retailbankerinternational.com/news/indian-psb-mergers/
BSE,News discovery,Reuters,2026-06-17T19:21:46Z,India's largest bourse NSE files for IPO after years of regulatory delays,https://sg.finance.yahoo.com/news/indias-largest-bourse-nse-files-164153196.html
BSE,News discovery,Reuters,2026-04-28T07:41:21Z,"Exclusive-Temasek, LIC, Canadian pension fund in line-up to sell stakes in India's NSE IPO, sources say",https://sg.finance.yahoo.com/news/exclusive-temasek-lic-canadian-pension-074121171.html
BSE,News discovery,GuruFocus.com,2026-02-09T21:00:52Z,BSE Ltd (NSE:BSE) Q3 2026 Earnings Call Highlights: Record Revenue Growth and Strategic Milestones,https://finance.yahoo.com/news/bse-ltd-nse-bse-q3-210052904.html
BSE,News discovery,Reuters,2025-11-04T21:01:40Z,India's NSE sets aside 13 billion rupees to settle pending regulatory cases,https://sg.finance.yahoo.com/news/indias-nse-sets-aside-13-210140444.html
ASTERDM,News discovery,Simply Wall St.,2026-05-21T16:14:27Z,How The Aster DM Healthcare (NSEI:ASTERDM) Narrative Is Shifting With New Valuation Assumptions,https://finance.yahoo.com/markets/stocks/articles/aster-dm-healthcare-nsei-asterdm-161427194.html
ASTERDM,News discovery,GuruFocus.com,2026-02-10T01:01:54Z,Aster DM Healthcare Ltd (BOM:540975) Q3 2026 Earnings Call Highlights: Robust Revenue Growth ...,https://finance.yahoo.com/news/aster-dm-healthcare-ltd-bom-010154314.html
GRANULES,News discovery,GuruFocus.com,2026-01-23T19:01:52Z,Granules India Ltd (BOM:532482) Q3 2026 Earnings Call Highlights: Strong Revenue Growth and ...,https://finance.yahoo.com/news/granules-india-ltd-bom-532482-190152786.html
GRANULES,News discovery,Reuters,2026-01-23T12:01:51Z,"Granules India quarterly profit jumps on strong demand in North America, Europe",https://finance.yahoo.com/news/granules-india-quarterly-profit-jumps-120151064.html
GRANULES,News discovery,GuruFocus.com,2025-11-20T01:04:40Z,Granules India Ltd (BOM:532482) Q2 2026 Earnings Call Highlights: Robust Revenue Growth Amid ...,https://finance.yahoo.com/news/granules-india-ltd-bom-532482-010440020.html
GRANULES,News discovery,Reuters,2025-11-13T08:47:27Z,"Granules India posts higher quarterly profit on strong North America, Europe sales",https://sg.finance.yahoo.com/news/granules-india-posts-higher-quarterly-084727982.html
BAJAJ-AUTO,News discovery,Reuters,2026-08-06T06:27:24Z,Bain Capital-backed Dhoot Transmission bets on India EV shift to drive growth,https://sg.finance.yahoo.com/news/bain-capital-backed-dhoot-transmission-062724717.html
BAJAJ-AUTO,News discovery,TechCrunch,2026-08-05T11:26:00Z,"Indian EV startup River raises $120M Series C to scale production, launch more models",https://finance.yahoo.com/technology/articles/indian-ev-startup-river-raises-112600641.html
BAJAJ-AUTO,News discovery,GuruFocus.com,2026-07-21T21:01:18Z,Bajaj Auto Ltd (BOM:532977) Q1 2027 Earnings Call Highlights: Record Growth and Strategic Expansions,https://finance.yahoo.com/markets/stocks/articles/bajaj-auto-ltd-bom-532977-210118558.html
BAJAJ-AUTO,News discovery,Reuters,2026-07-21T14:17:19Z,"India's Bajaj Auto deepens EV push with motorcycle plans, Chetak expansion",https://sg.finance.yahoo.com/news/indias-bajaj-auto-posts-quarterly-072212521.html
BAJAJ-AUTO,News discovery,Reuters,2026-07-14T15:07:51Z,India's Hero MotoCorp to invest about $104 million in Ather Energy,https://sg.finance.yahoo.com/news/indias-hero-motocorp-invest-104-144812921.html
BAJAJ-AUTO,News discovery,Reuters,2026-06-18T13:33:12Z,"Bajaj Auto Credit accepts bids for 3-year bonds, bankers say",https://sg.finance.yahoo.com/news/bajaj-auto-credit-accepts-bids-133312366.html
BAJAJ-AUTO,News discovery,Reuters,2026-05-22T11:51:23Z,India's Eicher Motors beats quarterly profit estimates on strong sales,https://sg.finance.yahoo.com/news/indias-eicher-motors-beats-quarterly-112926485.html
BAJAJ-AUTO,News discovery,Reuters,2026-02-06T08:08:56Z,Indian tyre maker MRF's quarterly profit more than doubles on higher demand,https://sg.finance.yahoo.com/news/indian-tyre-maker-mrfs-quarterly-080856040.html
SYRMA,News discovery,GuruFocus.com,2026-08-01T01:00:53Z,Syrma SGS Technology Ltd (BOM:543573) (Q1 2027) Earnings Call Highlights: Revenue Surges 67% as ...,https://finance.yahoo.com/markets/stocks/articles/syrma-sgs-technology-ltd-bom-010053099.html
SYRMA,News discovery,GuruFocus.com,2026-05-14T01:02:32Z,Syrma SGS Technology Ltd (BOM:543573) Q4 2026 Earnings Call Highlights: Strong Revenue Growth ...,https://finance.yahoo.com/markets/stocks/articles/syrma-sgs-technology-ltd-bom-010232917.html
SYRMA,News discovery,GuruFocus.com,2026-02-03T01:02:55Z,Syrma SGS Technology Ltd (BOM:543573) Q3 2026 Earnings Call Highlights: Record Revenue and ...,https://finance.yahoo.com/news/syrma-sgs-technology-ltd-bom-010255425.html
SYRMA,News discovery,GuruFocus.com,2025-11-12T13:00:42Z,Syrma SGS Technology Ltd (BOM:543573) Q2 2026 Earnings Call Highlights: Strong Revenue Growth ...,https://finance.yahoo.com/news/syrma-sgs-technology-ltd-bom-130042330.html
NUVAMA,News discovery,GuruFocus.com,2026-08-04T01:06:39Z,Nuvama Wealth Management Ltd (BOM:543988) (Q1 2027) Earnings Call Highlights: Record PAT and ...,https://finance.yahoo.com/markets/stocks/articles/nuvama-wealth-management-ltd-bom-010639042.html
NUVAMA,News discovery,Private Banker International,2026-06-30T11:47:27Z,General Atlantic in talks to buy PAG’s stake in Nuvama Wealth – report,https://www.privatebankerinternational.com/news/general-atlantic-nuvama-wealth-stake/
NUVAMA,News discovery,Private Banker International,2026-06-22T11:58:19Z,PAG weighs restart on Nuvama Wealth stake sale – report,https://www.privatebankerinternational.com/news/pag-restart-nuvama-wealth-stake-sale/
NUVAMA,News discovery,GuruFocus.com,2026-05-12T19:00:21Z,Nuvama Wealth Management Ltd (BOM:543988) Full Year 2026 Earnings Call Highlights: Strong ...,https://finance.yahoo.com/markets/stocks/articles/nuvama-wealth-management-ltd-bom-190021834.html
TITAN,News discovery,GuruFocus.com,2026-08-07T21:02:42Z,Titan Co Ltd (BOM:500114) (Q1 FY27) Earnings Call Highlights: Strong Growth Amidst Customs Duty ...,https://finance.yahoo.com/markets/stocks/articles/titan-co-ltd-bom-500114-210242343.html
TITAN,News discovery,BeInCrypto,2026-05-11T11:42:19Z,India Jewelry Stocks Lose 12% as Modi Targets $72 Billion In Gold Imports,https://beincrypto.com/india-jewelry-stocks-modi-gold-pause/
TITAN,News discovery,Reuters,2026-04-08T04:25:14Z,India's Titan hits record high on strong fourth-quarter sales,https://sg.finance.yahoo.com/news/indias-titan-hits-record-high-041707425.html
TITAN,News discovery,GuruFocus.com,2026-02-11T09:00:32Z,Titan Co Ltd (BOM:500114) Q3 2026 Earnings Call Highlights: Strategic Acquisitions and Market ...,https://finance.yahoo.com/news/titan-co-ltd-bom-500114-090032060.html
TITAN,News discovery,Reuters,2026-01-07T06:52:13Z,Indian jewellers' stocks shine on strong festive-quarter sales; Titan hits record high,https://sg.finance.yahoo.com/news/indian-jewellers-stocks-shine-strong-065213020.html
TITAN,News discovery,Reuters,2026-01-06T15:53:33Z,"India's Titan logs quarterly sales surge on gold price rally, festive demand",https://sg.finance.yahoo.com/news/indias-titan-logs-quarterly-sales-155333501.html
TITAN,News discovery,GuruFocus.com,2025-11-04T17:00:36Z,Titan Co Ltd (BOM:500114) Q2 2026 Earnings Call Highlights: Strong Festive Sales and Strategic ...,https://finance.yahoo.com/news/titan-co-ltd-bom-500114-170036939.html
TITAN,News discovery,Reuters,2025-11-04T10:13:20Z,Indian shares drop as broader profit booking dampens earnings optimism,https://sg.finance.yahoo.com/news/indian-shares-drop-broader-profit-101320759.html
NYKAA,News discovery,GuruFocus.com,2026-08-04T19:03:30Z,FSN E-Commerce Ventures Ltd (BOM:543384) (Q1 2027) Earnings Call Highlights: GMV Surges 34% and ...,https://finance.yahoo.com/markets/stocks/articles/fsn-e-commerce-ventures-ltd-190330181.html
NYKAA,News discovery,Reuters,2026-08-04T10:54:51Z,"India's Nykaa posts higher quarterly profit on strong beauty demand, fashion growth",https://sg.finance.yahoo.com/news/indias-nykaa-posts-higher-quarterly-105146810.html
NYKAA,News discovery,GuruFocus.com,2026-05-25T01:00:23Z,FSN E-Commerce Ventures Ltd (BOM:543384) Full Year 2026 Earnings Call Highlights: Record ...,https://finance.yahoo.com/markets/stocks/articles/fsn-e-commerce-ventures-ltd-010023898.html
NYKAA,News discovery,Reuters,2026-05-21T11:07:26Z,India's Nykaa posts profit surge on strong demand for beauty products,https://sg.finance.yahoo.com/news/indias-nykaa-posts-profit-surge-104957623.html
NYKAA,News discovery,Retail Insight Network,2026-04-08T11:10:49Z,Nykaa confirms talks to acquire stake in skincare brand 82°E,https://www.retail-insight-network.com/news/nykaa-confirms-talks-acquire-82e/
NYKAA,News discovery,GuruFocus.com,2026-02-05T19:01:59Z,FSN E-Commerce Ventures Ltd (BOM:543384) Q3 2026 Earnings Call Highlights: Record Growth and ...,https://finance.yahoo.com/news/fsn-e-commerce-ventures-ltd-190159703.html
NYKAA,News discovery,Reuters,2026-02-05T10:49:30Z,Nykaa's profit more than doubles amid beauty demand surge in India,https://sg.finance.yahoo.com/news/nykaas-profit-more-doubles-amid-104930010.html
NYKAA,News discovery,Reuters,2025-11-07T11:11:37Z,Indian beauty retailer Nykaa posts more than three-fold profit jump on robust makeup demand,https://sg.finance.yahoo.com/news/indian-beauty-retailer-nykaa-posts-111137060.html
AUBANK,News discovery,Retail Banker International,2026-09-11T11:57:15Z,ICICI Prudential AMC gets clearance to buy up to 9.95% of four lenders,https://www.retailbankerinternational.com/news/icici-prudential-amc-gets-clearance-to-buy-up-to-9-95-of-four-lenders/
AUBANK,News discovery,Investing.com,2026-08-29T02:31:53Z,Indian bank stocks show widest exchange price gap in decades,https://finance.yahoo.com/markets/stocks/articles/indian-bank-stocks-show-widest-023153299.html
AUBANK,News discovery,Reuters,2026-07-27T10:07:56Z,"Indian shares snap losing run on oil slide, earnings optimism",https://sg.finance.yahoo.com/news/indian-shares-rise-oil-prices-042629130.html
AUBANK,News discovery,GuruFocus.com,2026-07-27T03:00:21Z,AU Small Finance Bank Ltd (NSE:AUBANK) Q1 2027 Earnings Call Highlights: Strong Profit and Loan ...,https://finance.yahoo.com/markets/stocks/articles/au-small-finance-bank-ltd-030021398.html
AUBANK,News discovery,Reuters,2026-06-10T08:54:38Z,Some lenders hike rates on FX deposits for non-resident Indians,https://sg.finance.yahoo.com/news/lenders-hike-rates-fx-deposits-085438797.html
AUBANK,News discovery,GuruFocus.com,2026-04-28T07:02:41Z,AU Small Finance Bank Ltd (NSE:AUBANK) Q4 2026 Earnings Call Highlights: Robust Profit Growth ...,https://finance.yahoo.com/markets/stocks/articles/au-small-finance-bank-ltd-070241386.html
AUBANK,News discovery,GuruFocus.com,2026-01-26T01:00:50Z,AU Small Finance Bank Ltd (NSE:AUBANK) Q3 2026 Earnings Call Highlights: Robust Growth in ...,https://finance.yahoo.com/news/au-small-finance-bank-ltd-010050419.html
AUBANK,News discovery,GuruFocus.com,2025-10-17T19:02:59Z,AU Small Finance Bank Ltd (NSE:AUBANK) Q2 2026 Earnings Call Highlights: Strong Growth in ...,https://finance.yahoo.com/news/au-small-finance-bank-ltd-190259607.html
RADICO,News discovery,GuruFocus.com,2026-07-29T21:03:56Z,Radico Khaitan Ltd (BOM:532497) Q1 2027 Earnings Call Highlights: Record Volumes and Strategic ...,https://finance.yahoo.com/markets/stocks/articles/radico-khaitan-ltd-bom-532497-210356639.html
RADICO,News discovery,Reuters,2026-07-28T09:32:42Z,India's Radico Khaitan quarterly profit jumps as gross margins expand on premium demand,https://sg.finance.yahoo.com/news/indias-radico-khaitan-quarterly-profit-093242605.html
RADICO,News discovery,Reuters,2026-05-15T11:41:50Z,India's Officer's Choice whiskey maker bets on premium spirits despite war-linked inflation worries,https://sg.finance.yahoo.com/news/indias-officers-choice-whiskey-maker-114150079.html
RADICO,News discovery,GuruFocus.com,2026-01-23T17:00:53Z,Radico Khaitan Ltd (BOM:532497) Q3 2026 Earnings Call Highlights: Record Performance and ...,https://finance.yahoo.com/news/radico-khaitan-ltd-bom-532497-170053780.html
RADICO,News discovery,Reuters,2026-01-23T06:21:43Z,"India's Radico Khaitan bets on pricey liquor, forecasts revenue above estimates",https://sg.finance.yahoo.com/news/indias-radico-khaitan-bets-pricey-062143846.html
RADICO,News discovery,Reuters,2026-01-22T09:13:53Z,India's Radico Khaitan posts quarterly profit jump on demand for premium liquor,https://sg.finance.yahoo.com/news/indias-radico-khaitan-posts-quarterly-091353044.html
RADICO,News discovery,Reuters,2025-10-29T09:36:44Z,India's Radico Khaitan reports sharp rise in second quarter profit as affordable liqor demand surges,https://sg.finance.yahoo.com/news/indias-radico-khaitan-reports-sharp-093644090.html
RADICO,News discovery,Just Drinks,2025-10-13T13:34:12Z,Radico Khaitan wins interim relief in Kashmyr trademark battle,https://www.just-drinks.com/news/radico-khaitan-wins-interim-relief-in-kashmyr-trademark-battle/
KIRLOSENG,News discovery,Simply Wall St.,2026-09-05T02:13:56Z,Kirloskar Oil Engines And 2 Other Indian Nuclear Power Stocks,https://finance.yahoo.com/energy/articles/kirloskar-oil-engines-2-other-021356934.html
KIRLOSENG,News discovery,GuruFocus.com,2026-08-11T01:05:28Z,Kirloskar Oil Engines Ltd (BOM:533293) (Q1 2027) Earnings Call Highlights: Record Data Center ...,https://finance.yahoo.com/markets/stocks/articles/kirloskar-oil-engines-ltd-bom-010528800.html
KIRLOSENG,News discovery,GuruFocus.com,2026-05-22T01:01:20Z,Kirloskar Oil Engines Ltd (BOM:533293) Q4 2026 Earnings Call Highlights: Record Growth and ...,https://finance.yahoo.com/markets/stocks/articles/kirloskar-oil-engines-ltd-bom-010120599.html
KIRLOSENG,News discovery,GuruFocus.com,2026-02-18T01:02:28Z,Kirloskar Oil Engines Ltd (BOM:533293) Q3 2026 Earnings Call Highlights: Record Sales and ...,https://finance.yahoo.com/news/kirloskar-oil-engines-ltd-bom-010228032.html
KIRLOSENG,News discovery,GuruFocus.com,2025-11-12T17:02:31Z,Kirloskar Oil Engines Ltd (BOM:533293) Q2 2026 Earnings Call Highlights: Record Sales and ...,https://finance.yahoo.com/news/kirloskar-oil-engines-ltd-bom-170231547.html
WELCORP,News discovery,Reuters,2026-08-21T04:37:02Z,India's Welspun Corp wins record $1.8 billion pipe supply order; shares jump,https://sg.finance.yahoo.com/news/indias-welspun-corp-wins-record-025713276.html
WELCORP,News discovery,GuruFocus.com,2026-07-28T01:03:08Z,Welspun Corp Ltd (BOM:532144) Q1 2027 Earnings Call Highlights: Record EBITDA and Robust Order Book,https://finance.yahoo.com/markets/stocks/articles/welspun-corp-ltd-bom-532144-010308936.html
WELCORP,News discovery,GuruFocus.com,2026-06-09T01:00:16Z,Welspun Living Ltd (BOM:514162) Q4 2026 Earnings Call Highlights: Strong Branded Growth Amidst ...,https://finance.yahoo.com/markets/stocks/articles/welspun-living-ltd-bom-514162-010016106.html
WELCORP,News discovery,GuruFocus.com,2026-05-23T03:03:26Z,Welspun Corp Ltd (BOM:532144) Q4 2026 Earnings Call Highlights: Record Profits and Robust Order ...,https://finance.yahoo.com/markets/stocks/articles/welspun-corp-ltd-bom-532144-030326453.html
WELCORP,News discovery,Reuters,2026-02-12T09:51:44Z,Indian textile maker Welspun's profit nearly wiped out on US tariff-led slowdown,https://sg.finance.yahoo.com/news/indian-textile-maker-welspuns-profit-095144910.html
WELCORP,News discovery,GuruFocus.com,2026-02-04T01:03:07Z,Welspun Corp Ltd (BOM:532144) Q3 2026 Earnings Call Highlights: Record EBITDA and Robust Order ...,https://finance.yahoo.com/news/welspun-corp-ltd-bom-532144-010307927.html
KARURVYSYA,News discovery,GuruFocus.com,2026-07-20T21:00:45Z,Karur Vysya Bank Ltd (BOM:590003) Q1 2027 Earnings Call Highlights: Strong Growth in Net Profit ...,https://finance.yahoo.com/markets/stocks/articles/karur-vysya-bank-ltd-bom-210045811.html
KARURVYSYA,News discovery,GuruFocus.com,2026-05-08T15:00:25Z,Karur Vysya Bank Ltd (BOM:590003) Q4 2026 Earnings Call Highlights: Record Profit Growth Amid ...,https://finance.yahoo.com/markets/stocks/articles/karur-vysya-bank-ltd-bom-150025722.html
KARURVYSYA,News discovery,Retail Banker International,2026-02-13T12:44:42Z,RBI approves ICICI Group stake hike in eight banks,https://www.retailbankerinternational.com/news/icici-group-stake-hike-eight-banks/
KARURVYSYA,News discovery,GuruFocus.com,2026-01-23T19:00:41Z,Karur Vysya Bank Ltd (BOM:590003) Q3 2026 Earnings Call Highlights: Strong Profit Growth and ...,https://finance.yahoo.com/news/karur-vysya-bank-ltd-bom-190041427.html
KARURVYSYA,News discovery,Reuters,2025-10-15T04:43:10Z,India central bank's heavy hand returns to support rupee in replay of February defence,https://sg.finance.yahoo.com/news/india-central-banks-heavy-hand-044310946.html
VTL,News discovery,GuruFocus.com,2026-01-21T17:00:24Z,Vardhman Textiles Ltd (BOM:502986) Q3 2026 Earnings Call Highlights: Navigating Challenges with ...,https://finance.yahoo.com/news/vardhman-textiles-ltd-bom-502986-170024378.html
